Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Hours,Duration_Mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata
5963,0,15,3,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5964,0,1,3,5,50,8,40,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5965,0,24,5,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5966,0,3,5,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5967,2,6,3,19,10,19,45,24,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5968,2,6,3,12,45,19,25,30,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5969,1,12,5,6,30,19,50,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5970,0,1,4,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5971,0,3,6,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5972,1,15,5,11,25,19,15,7,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5973,2,27,5,16,40,19,15,26,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5974,2,9,5,13,25,19,0,29,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5975,1,6,5,7,10,12,40,5,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5976,1,3,6,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5977,1,6,3,7,0,18,50,11,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5978,1,21,5,9,35,22,5,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5979,1,9,5,16,50,7,55,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5980,2,3,3,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5981,0,12,5,4,55,7,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5982,2,9,5,16,55,19,15,26,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5983,1,1,4,20,20,23,25,27,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5984,1,3,6,15,0,19,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5985,1,12,3,18,55,16,10,21,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5986,1,1,3,4,0,7,40,27,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5987,1,1,5,17,0,19,10,26,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5988,1,9,6,15,10,20,0,4,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5989,0,1,3,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5990,0,24,6,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5991,1,24,4,19,35,0,10,4,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5992,0,1,5,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5993,1,12,6,8,10,13,0,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5994,1,9,6,7,10,10,45,27,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5995,1,6,4,10,35,15,35,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5996,3,24,3,5,55,23,15,17,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5997,1,24,6,9,15,19,15,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5998,1,6,3,11,50,19,50,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5999,0,27,3,14,30,17,35,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6000,0,21,5,22,15,0,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6001,2,27,5,11,40,19,0,7,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6002,2,27,3,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6003,2,9,6,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6004,1,27,3,6,40,16,10,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6005,1,9,5,13,0,12,35,23,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6006,1,6,6,9,35,14,25,28,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6007,1,21,5,20,0,9,20,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6008,1,6,6,17,0,9,5,16,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6009,1,18,5,8,35,22,30,13,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6010,0,9,3,20,30,23,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6011,1,12,6,19,0,1,30,6,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6012,1,12,5,21,10,10,5,12,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6013,0,18,5,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6014,0,15,3,9,35,12,30,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6015,0,6,5,0,30,3,25,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6016,1,6,6,16,30,23,35,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6017,0,6,4,19,55,22,25,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6018,0,6,3,6,55,9,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6019,1,18,5,11,35,18,50,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6020,1,18,5,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6021,0,1,6,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6022,0,9,5,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6023,0,27,4,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6024,1,1,3,11,50,8,55,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6025,2,3,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6026,1,15,6,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6027,0,24,3,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6028,0,27,6,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6029,2,3,6,21,25,12,35,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6030,1,15,6,11,40,19,15,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6031,0,21,3,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6032,0,27,6,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6033,2,15,6,14,35,4,25,13,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6034,0,9,5,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6035,2,24,3,9,25,1,20,15,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6036,1,12,6,13,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6037,0,24,3,9,30,12,5,2,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6038,2,9,6,7,0,5,25,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6039,2,1,6,17,50,1,30,7,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6040,2,6,5,9,50,8,55,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6041,0,21,6,19,35,21,55,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6042,0,12,5,15,15,17,45,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6043,0,15,6,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6044,1,9,6,15,0,12,35,21,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6045,0,6,5,9,45,12,0,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6046,0,12,4,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6047,1,9,3,16,35,22,50,6,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6048,2,15,5,9,50,8,55,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6049,1,24,3,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6050,0,12,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6051,1,18,5,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6052,2,6,6,6,45,4,25,21,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6053,1,9,6,15,0,1,30,10,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6054,0,18,6,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6055,1,18,5,23,30,4,35,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6056,0,21,6,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6057,1,9,6,13,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6058,1,24,5,9,10,13,15,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6059,2,27,3,5,10,19,45,38,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6060,0,1,5,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6061,1,24,5,7,30,19,0,11,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6062,1,21,3,2,15,18,50,16,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6063,1,9,5,14,0,4,25,14,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6064,0,27,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6065,0,21,6,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6066,1,21,3,7,0,13,20,6,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6067,1,6,4,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6068,1,9,5,14,5,19,50,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6069,0,9,6,4,55,7,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6070,1,6,3,7,10,16,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6071,1,15,5,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6072,0,6,5,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6073,1,12,6,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6074,1,9,6,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6075,2,21,5,15,5,1,30,10,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6076,1,18,5,5,45,18,15,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6077,0,21,6,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6078,0,9,6,15,15,17,45,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6079,1,15,5,16,30,12,0,19,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6080,0,3,3,5,30,8,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6081,1,9,3,20,50,18,50,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6082,0,18,3,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6083,2,12,3,6,0,11,55,29,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6084,1,9,3,22,0,11,5,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6085,2,21,3,5,30,18,50,37,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6086,1,3,3,2,15,15,30,13,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6087,0,3,5,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6088,1,3,3,11,30,21,0,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6089,2,27,6,12,15,19,0,30,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6090,1,12,6,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6091,1,9,6,4,55,19,0,14,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6092,1,21,5,17,35,22,15,4,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6093,1,27,3,10,45,18,50,8,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6094,1,27,5,3,50,19,0,15,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6095,1,21,5,16,45,22,30,5,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6096,0,1,6,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6097,1,3,3,8,15,21,25,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6098,0,21,5,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6099,1,6,6,10,20,19,15,8,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6100,0,24,3,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6101,0,24,4,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6102,2,3,6,5,30,12,35,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6103,0,12,6,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6104,1,18,5,20,25,14,25,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6105,1,12,6,18,55,23,35,28,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6106,1,15,5,8,35,16,10,7,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6107,1,27,6,10,20,21,0,10,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6108,1,3,3,10,30,11,20,24,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6109,0,12,6,21,0,23,50,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6110,1,9,5,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6111,1,12,5,7,10,18,50,11,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6112,1,9,3,17,45,23,0,5,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6113,1,6,6,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6114,2,18,5,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6115,1,9,5,7,10,16,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6116,1,9,6,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6117,0,18,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6118,0,12,4,15,15,17,45,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6119,2,9,3,15,55,4,25,12,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6120,0,12,4,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6121,0,12,6,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6122,1,3,6,21,50,3,35,5,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6123,1,6,6,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6124,1,12,5,9,35,10,55,25,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6125,0,21,5,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6126,2,21,3,19,10,4,25,33,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6127,1,1,5,20,25,19,10,22,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6128,1,6,3,8,45,16,45,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
6129,1,21,5,17,15,0,55,7,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6130,0,24,5,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6131,1,9,6,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6132,0,6,3,14,30,17,35,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6133,1,9,6,17,0,18,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6134,1,24,6,15,0,12,35,21,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6135,2,24,6,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6136,1,9,5,13,0,19,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6137,1,18,5,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6138,0,6,5,9,30,12,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6139,1,27,6,6,0,21,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6140,1,15,3,10,30,22,55,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6141,0,12,5,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6142,0,15,6,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6143,2,21,3,7,10,21,20,14,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6144,0,6,4,9,35,12,20,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6145,1,21,3,4,45,13,20,8,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6146,2,24,5,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6147,0,15,3,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6148,1,6,6,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6149,1,9,6,17,0,18,50,25,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6150,1,1,4,16,50,18,30,25,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6151,1,6,5,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6152,0,9,6,14,10,17,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6153,0,9,6,10,10,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6154,1,21,3,20,35,7,40,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6155,0,3,4,11,30,14,20,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6156,0,1,4,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6157,2,21,3,10,45,4,25,17,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6158,0,24,4,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6159,0,27,5,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6160,1,1,5,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6161,1,1,5,7,10,12,40,5,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6162,1,9,5,17,0,10,55,17,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6163,1,27,3,4,45,21,0,16,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6164,0,27,3,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6165,1,6,3,9,10,18,50,9,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6166,2,24,5,9,25,1,20,15,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6167,0,18,6,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6168,1,24,6,6,50,12,10,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6169,1,6,3,11,40,0,45,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6170,2,24,6,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6171,0,18,5,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6172,1,27,3,10,20,18,50,8,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6173,1,18,3,8,0,7,40,23,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6174,0,12,5,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6175,0,15,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6176,1,27,6,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6177,1,27,6,7,5,21,0,13,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6178,1,18,5,9,0,4,25,19,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6179,1,21,3,7,10,22,20,15,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6180,2,18,5,8,20,18,30,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6181,1,6,6,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6182,0,12,5,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6183,1,6,3,14,5,20,20,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6184,1,6,5,14,5,12,0,21,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6185,1,1,5,6,30,18,15,11,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6186,1,9,5,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6187,1,18,5,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6188,1,27,6,18,15,12,35,18,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6189,0,12,6,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6190,2,24,6,19,30,4,25,8,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6191,0,21,6,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6192,2,9,3,10,45,4,25,17,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6193,2,27,3,9,45,21,20,11,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6194,1,3,3,9,55,15,10,5,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
